"Номер заказа";"Номер отправления";"Принят в обработку";"Дата отгрузки";"Дата отгрузки без просрочки";"Статус";"Дата доставки";"Фактическая дата передачи в доставку";"Дата отмены";"Сумма отправления";"Код валюты отправления";"Название товара";"Цвет товара";"Размер товара";"SKU";"Артикул";"Ваша цена";"Код валюты товара";"Оплачено покупателем";"Код валюты покупателя";"Количество";"Стоимость доставки";"Связанные отправления";"Выкуп товара";"Цена товара до скидок";"Скидка %";"Скидка руб";"Акции";"Подъем на этаж"
"51578142-0576";"51578142-0576-1";"2026-03-30 07:04:12";"2026-04-28 20:00:00";"2026-04-28 20:00:00";"Отменён";;;"2026-03-31 11:06:58";"13220.00";"RUB";"Тормозной суппорт BHN1139E TRW";;;"2724636259";"BHN1139E=TRW";"13220.00";"RUB";"7699.00";"RUB";"1";;;;"16525.00";"20%";"3305.00";"Системная виртуальная скидка селлера Россия (RUB)";
"96618056-1012";"96618056-1012-1";"2026-03-30 07:29:19";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"6939.00";"RUB";"32590 FEBI трансмиссионное масло";;;"648689185";"32590=FEB";"2313.00";"RUB";"933.34";"RUB";"3";;;;"2891.00";"20%";"1734.00";"Системная виртуальная скидка селлера Россия (RUB)";
"46229038-0233";"46229038-0233-1";"2026-03-30 07:37:06";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"1188.00";"RUB";"Патрубок Радиатора Opel Tour Agila (A) (H00) AStra G (T98) AStra G ClASsic C AS509821 ASLYX";;;"2967809989";"AS509821=ASL";"1188.00";"RUB";"690.48";"RUB";"1";;;;"1485.00";"20%";"297.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0104430488-0177";"0104430488-0177-1";"2026-03-30 07:39:40";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"1128.00";"RUB";"Лампа дополнительного освещения Koito Koito p1583";;;"602584887";"P1583=KOI";"564.00";"RUB";"301.80";"RUB";"2";;;;"705.00";"20%";"282.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0152092347-0605";"0152092347-0605-1";"2026-03-30 08:11:47";"2026-04-02 15:00:00";"2026-04-02 15:00:00";"Ожидает отгрузки";;;;"24273.00";"RUB";"Комплект для замены трансмиссионной жидкости 171772 FEBI";;;"1752131012";"171772=FEB";"24273.00";"RUB";"15699.00";"RUB";"1";"0.00";;;"30661.00";"21%";"6388.00";"Системная виртуальная скидка селлера Россия (RUB)";
"68158174-0054";"68158174-0054-1";"2026-03-30 08:12:43";"2026-03-30 09:00:00";"2026-03-31 16:59:00";"Ожидает отгрузки";;;;"2641.00";"RUB";"Комплект фильтра для АКПП, с прокладкой масляного поддона 08900 FEBI";;;"601468721";"08900=FEB";"2641.00";"RUB";"1414.29";"RUB";"1";;;;"3301.00";"20%";"660.00";"Системная виртуальная скидка селлера Россия (RUB)";
"25006435-0346";"25006435-0346-1";"2026-03-30 08:18:05";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"3458.00";"RUB";"Опора выхлопной трубы Сторона установки: справа, слева 31697 FEBI";;;"1754028971";"31697=FEB";"3458.00";"RUB";"2241.00";"RUB";"1";"0.00";;;"4322.00";"20%";"864.00";"Системная виртуальная скидка селлера Россия (RUB)";
"96301833-0281";"96301833-0281-2";"2026-03-30 08:28:21";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"2593.00";"RUB";"Бачок Расширительный Citroen Xsara 1.4Hdi 01- AS201383 ASLYX";;;"2963850121";"AS201383=ASL";"2593.00";"RUB";"1432.23";"RUB";"1";;;;"3241.00";"20%";"648.00";"Системная виртуальная скидка селлера Россия (RUB)";
"81469006-0465";"81469006-0465-1";"2026-03-30 09:23:52";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает сборки";;;;"9352.00";"RUB";"C4Z20122H Пружина ходовой части усиленная зад прав/лев MAZDA FAMILIA S-WAGON BJ 98/06- -R (C4Z-20122H OBK)";;;"959480175";"C4Z20122H=OBK";"4676.00";"RUB";"2764.28";"RUB";"2";;;;"5845.00";"20%";"2338.00";"Системная виртуальная скидка селлера Россия (RUB)";
"77605204-0217";"77605204-0217-1";"2026-03-30 10:09:32";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"6729.00";"RUB";"Дверной замок с исполнительным элементом 172109 FEBI";;;"1711273977";"172109=FEB";"6729.00";"RUB";"4216.00";"RUB";"1";"0.00";;;"8411.00";"20%";"1682.00";"Системная виртуальная скидка селлера Россия (RUB)";
"77605204-0217";"77605204-0217-1";"2026-03-30 10:09:32";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"6465.00";"RUB";"Дверной замок с исполнительным элементом 172111 FEBI";;;"1711273719";"172111=FEB";"6465.00";"RUB";"4051.00";"RUB";"1";"0.00";;;"8081.00";"20%";"1616.00";"Системная виртуальная скидка селлера Россия (RUB)";
"77605204-0217";"77605204-0217-1";"2026-03-30 10:09:32";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"6462.00";"RUB";"Дверной замок с исполнительным элементом 172112 FEBI";;;"1711273720";"172112=FEB";"6462.00";"RUB";"4049.00";"RUB";"1";"0.00";;;"8078.00";"20%";"1616.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0120231088-0097";"0120231088-0097-1";"2026-03-30 11:31:34";"2026-03-30 07:00:00";"2026-04-02 14:59:00";"Доставляется";;"2026-03-31 06:30:19";;"1834.00";"RUB";"Масло моторное AREOL Max Protect 5W-40 1л";;;"604364426";"5W40AR011=ARO";"1834.00";"RUB";"1159.70";"RUB";"1";;;;"2292.00";"20%";"458.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0137999304-0124";"0137999304-0124-1";"2026-03-30 11:41:21";"2026-04-03 20:00:00";"2026-04-03 20:00:00";"Ожидает сборки";;;;"2858.00";"RUB";"Подушка двигателя Nty ZPSRE063";;;"3058159690";"ZPSRE063=NTY";"2858.00";"RUB";"1851.00";"RUB";"1";"0.00";;;"3572.00";"20%";"714.00";"Системная виртуальная скидка селлера Россия (RUB)";
"85247133-0616";"85247133-0616-1";"2026-03-30 11:51:19";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"2620.00";"RUB";"Рычаг подвески NTY ZWGAU011";;;"3066170167";"ZWGAU011=NTY";"2620.00";"RUB";"1566.54";"RUB";"1";;;;"3275.00";"20%";"655.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0210783652-0094";"0210783652-0094-1";"2026-03-30 12:08:23";"2026-03-30 09:00:00";"2026-03-31 16:59:00";"Ожидает отгрузки";;;;"390.00";"RUB";"Клипса MASUMA KJ-337, 5 шт.";;;"594979072";"KJ337=MSM[5]";"195.00";"RUB";"148.43";"RUB";"2";;;;"244.00";"20%";"98.00";"Системная виртуальная скидка селлера Россия (RUB)";
"89869343-0449";"89869343-0449-1";"2026-03-30 12:48:56";"2026-03-30 09:00:00";"2026-04-02 16:59:00";"Ожидает отгрузки";;;;"2593.00";"RUB";"FERODO Колодки тормозные дисковые FDB1349";;;"3181095523";"FDB1349=FRD";"2593.00";"RUB";"1473.38";"RUB";"1";;;;"3241.00";"20%";"648.00";"Системная виртуальная скидка селлера Россия (RUB)";
"44716044-2983";"44716044-2983-1";"2026-03-30 13:23:26";"2026-04-28 20:00:00";"2026-04-28 20:00:00";"Ожидает сборки";;;;"16457.00";"RUB";"Подушка двигателя Сторона установки: справа 181059 FEBI";;;"1739863640";"181059=FEB";"16457.00";"RUB";"9721.00";"RUB";"1";"0.00";;;"20571.00";"20%";"4114.00";"Системная виртуальная скидка селлера Россия (RUB)";
"48143150-0464";"48143150-0464-1";"2026-03-30 13:56:42";"2026-04-03 20:00:00";"2026-04-03 20:00:00";"Ожидает сборки";;;;"6950.00";"RUB";"Поворотный кулак, цапфа NTY ZWDVW016A";;;"3062495083";"ZWDVW016A=NTY";"6950.00";"RUB";"4264.46";"RUB";"1";"0.00";;;"8688.00";"20%";"1738.00";"Системная виртуальная скидка селлера Россия (RUB)";
"15839411-0918";"15839411-0918-1";"2026-03-30 14:12:53";"2026-04-02 15:00:00";"2026-04-02 15:00:00";"Ожидает сборки";;;;"25952.00";"RUB";"Тормозной диск DF6939S TRW";;;"2746023462";"DF6939S=TRW";"12976.00";"RUB";"7674.00";"RUB";"2";"0.00";;;"16220.00";"20%";"6488.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0157485715-0076";"0157485715-0076-1";"2026-03-30 15:14:19";"2026-03-30 09:00:00";"2026-04-02 16:59:00";"Ожидает отгрузки";;;;"1116.00";"RUB";"Mitsubishi Клипса крепежная MR402859 , 1 шт.";;;"599183490";"MR402859=MIT[1]";"558.00";"RUB";"402.00";"RUB";"2";;;;"698.00";"20%";"280.00";"Системная виртуальная скидка селлера Россия (RUB)";
"46801392-1184";"46801392-1184-1";"2026-03-30 15:23:14";"2026-03-30 09:00:00";"2026-04-01 17:59:00";"Ожидает отгрузки";;;;"1519.00";"RUB";"Ремкомплект Штока Кпп 16X26/36X10/12 Ren Clio/Kangoo 1.2/1.6/1.5Dci 01- AS200360 ASLYX";;;"2963700028";"AS200360=ASL";"1519.00";"RUB";"912.38";"RUB";"1";;;;"1919.00";"21%";"400.00";"Системная виртуальная скидка селлера Россия (RUB)";
"34574422-0019";"34574422-0019-1";"2026-03-30 15:41:44";"2026-03-30 09:00:00";"2026-04-02 16:59:00";"Ожидает отгрузки";;;;"1050.00";"RUB";"Лампа автомобильная Osram P27/7W (W2.5*16q) 12V, 3157 (2 шт.)";;;"596671220";"3157=OSR[2]";"1050.00";"RUB";"664.76";"RUB";"1";;;;"1312.00";"20%";"262.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0141438017-0422";"0141438017-0422-1";"2026-03-30 15:46:21";"2026-03-30 15:00:00";"2026-03-31 17:59:00";"Ожидает сборки";;;;"336.00";"RUB";"Hyundai/Kia Клипса крепежная 86825-26000, 5 шт.";;;"865915479";"8682526000=HYN[5]";"168.00";"RUB";"128.57";"RUB";"2";;;;"268.00";"37%";"200.00";"Системная виртуальная скидка селлера Россия (RUB)";
"19957967-0254";"19957967-0254-1";"2026-03-30 15:46:58";"2026-03-30 09:00:00";"2026-04-02 17:59:00";"Ожидает сборки";;;;"20258.00";"RUB";"Амортизатор 311750 SACHS";;;"653773176";"311750=SHS";"10129.00";"RUB";"5297.00";"RUB";"2";;;;"12661.00";"20%";"5064.00";"Системная виртуальная скидка селлера Россия (RUB)";
"26625313-0171";"26625313-0171-1";"2026-03-30 16:06:44";"2026-03-30 05:00:00";"2026-04-02 12:59:00";"Ожидает отгрузки";;;;"8539.00";"RUB";"EX553004L002 Амортизатор MANDO SOLARIS задний";;;"653761189";"EX553004L002=MND";"8539.00";"RUB";"5002.00";"RUB";"1";;;;"10674.00";"20%";"2135.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0124680225-0273";"0124680225-0273-1";"2026-03-30 17:09:04";"2026-04-28 20:00:00";"2026-04-28 20:00:00";"Отменён";;;"2026-03-30 20:30:41";"7460.00";"RUB";"DENSO IQ20TT Свеча зажигания 4 шт.";"белый";;"613590852";"IQ20TT=DNS[4]";"7460.00";"RUB";"4742.00";"RUB";"1";;;;"9325.00";"20%";"1865.00";"Системная виртуальная скидка селлера Россия (RUB)";
"16135692-0953";"16135692-0953-1";"2026-03-30 17:09:36";"2026-03-30 09:00:00";"2026-04-02 16:59:00";"Ожидает отгрузки";;;;"2141.00";"RUB";"Воздушный фильтр TSN 91128";;;"598270681";"91128=TSN";"2141.00";"RUB";"1226.67";"RUB";"1";;;;"2676.00";"20%";"535.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0100295586-0084";"0100295586-0084-1";"2026-03-30 18:48:23";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"1248.00";"RUB";"693758 Прокладка двигателя";;;"653919507";"693758=ELR";"208.00";"RUB";"145.00";"RUB";"6";"0.00";;;"260.00";"20%";"312.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0154276027-0972";"0154276027-0972-1";"2026-03-30 19:58:04";"2026-04-03 20:00:00";"2026-04-03 20:00:00";"Отменён";;;"2026-03-30 19:59:04";"4197.00";"RUB";"Антифриз TOTACHI 41810";"красный";;"2899837757";"41810=TTC";"4197.00";"RUB";"2835.00";"RUB";"1";;;;"5246.00";"20%";"1049.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0154276027-0973";"0154276027-0973-1";"2026-03-30 20:00:15";"2026-04-03 20:00:00";"2026-04-03 20:00:00";"Отменён";;;"2026-03-30 21:53:32";"4197.00";"RUB";"Антифриз TOTACHI 41810";"красный";;"2899837757";"41810=TTC";"4197.00";"RUB";"2835.00";"RUB";"1";;;;"5246.00";"20%";"1049.00";"Системная виртуальная скидка селлера Россия (RUB)";
"58564501-0296";"58564501-0296-1";"2026-03-30 20:34:27";"2026-03-30 15:00:00";"2026-03-31 17:59:00";"Ожидает отгрузки";;;;"13726.00";"RUB";"ведущий вал Сторона установки: передняя ось слева 182450 FEBI";;;"1736787919";"182450=FEB";"13726.00";"RUB";"7508.00";"RUB";"1";;;;"17158.00";"20%";"3432.00";"Системная виртуальная скидка селлера Россия (RUB)";
"50762269-0515";"50762269-0515-1";"2026-03-30 21:53:41";"2026-04-08 15:00:00";"2026-04-08 15:00:00";"Ожидает сборки";;;;"19299.00";"RUB";"Рычаг подвески 3717901 LEMFORDER";;;"2621964696";"3717901=LMF";"19299.00";"RUB";"11231.00";"RUB";"1";"0.00";;;"24124.00";"20%";"4825.00";"Системная виртуальная скидка селлера Россия (RUB)";
"71029442-0385";"71029442-0385-1";"2026-03-30 22:52:43";"2026-03-31 15:00:00";"2026-03-31 17:59:00";"Ожидает отгрузки";;;;"2303.00";"RUB";"SP1673 Тормозные колодки Sangsin, дисковые, передние";;;"618190552";"SP1673=SNG";"2303.00";"RUB";"1316.84";"RUB";"1";;;;"2966.00";"22%";"663.00";"Системная виртуальная скидка селлера Россия (RUB)";
"32179353-0426";"32179353-0426-1";"2026-03-30 23:28:07";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Отменён";;;"2026-03-31 12:31:10";"10475.00";"RUB";"KYB Амортизатор подвески 353015";;;"2589476544";"353015=KYB";"10475.00";"RUB";"6102.00";"RUB";"1";;;;"13210.00";"21%";"2735.00";"Системная виртуальная скидка селлера Россия (RUB)";
"67969344-0287";"67969344-0287-1";"2026-03-31 03:35:25";"2026-03-31 15:00:00";"2026-04-03 17:59:00";"Ожидает отгрузки";;;;"410.00";"RUB";"Клипса крепежная Mazda NA01-56-145 , 10 шт.";;;"599183522";"NA0156145=MZD[10]";"410.00";"RUB";"160.95";"RUB";"1";;;;"410.00";"0%";"0.00";;
"0146960376-0222";"0146960376-0222-1";"2026-03-31 03:56:29";"2026-04-03 20:00:00";"2026-04-03 20:00:00";"Ожидает сборки";;;;"1734.00";"RUB";"Бачок Расширительный Opl Corsa 1.4-1.8/1.3Cdti/1.7Di/Dti/Cdti 01- AS201398 ASLYX";;;"2963848601";"AS201398=ASL";"1734.00";"RUB";"1234.00";"RUB";"1";"0.00";;;"2168.00";"20%";"434.00";"Системная виртуальная скидка селлера Россия (RUB)";
"65991663-0123";"65991663-0123-1";"2026-03-31 05:01:32";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"4826.00";"RUB";"Крепление рулевого/тягового рычага 4458901 LEMFORDER";;;"2641487832";"4458901=LMF";"2413.00";"RUB";"1752.00";"RUB";"2";"0.00";;;"3016.00";"20%";"1206.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0142385643-0228";"0142385643-0228-1";"2026-03-31 05:24:39";"2026-03-31 15:00:00";"2026-04-03 17:59:00";"Ожидает отгрузки";;;;"1000.00";"RUB";"HOSHI 117YU29 Ремень ГРМ";"черный";;"1348903206";"117YU29=HSH";"1000.00";"RUB";"632.38";"RUB";"1";;;;"1250.00";"20%";"250.00";"Системная виртуальная скидка селлера Россия (RUB)";
"74580983-0230";"74580983-0230-1";"2026-03-31 05:25:10";"2026-03-31 15:00:00";"2026-04-03 17:59:00";"Ожидает отгрузки";;;;"650.00";"RUB";"HOSHI 105R25 Ремень ГРМ";"черный";;"754401788";"105R25=HSH";"650.00";"RUB";"383.81";"RUB";"1";;;;"1250.00";"48%";"600.00";"Системная виртуальная скидка селлера Россия (RUB)";
"50910487-0059";"50910487-0059-1";"2026-03-31 05:35:48";"2026-03-31 15:00:00";"2026-04-01 17:59:00";"Ожидает сборки";;;;"1556.00";"RUB";"Шарикоподшипник для опоры амортизатора 177738 FEBI";;;"1708632755";"177738=FEB";"778.00";"RUB";"466.35";"RUB";"2";;;;"972.00";"20%";"388.00";"Системная виртуальная скидка селлера Россия (RUB)";
"61537444-0285";"61537444-0285-1";"2026-03-31 06:16:11";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"18351.00";"RUB";"Регулятор фаз газораспределения с болтом 46118 FEBI";;;"1720569698";"46118=FEB";"18351.00";"RUB";"10845.00";"RUB";"1";"0.00";;;"22939.00";"20%";"4588.00";"Системная виртуальная скидка селлера Россия (RUB)";
"61537444-0285";"61537444-0285-1";"2026-03-31 06:16:11";"2026-04-29 20:00:00";"2026-04-29 20:00:00";"Ожидает сборки";;;;"24988.00";"RUB";"Регулятор фаз газораспределения с болтом 46117 FEBI";;;"1720569842";"46117=FEB";"24988.00";"RUB";"14743.00";"RUB";"1";"0.00";;;"31235.00";"20%";"6247.00";"Системная виртуальная скидка селлера Россия (RUB)";
